SMILES,Title,IC50nM,6Y9S_SP,4WHZ_SP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_gsk3b,3D_sim_gsk3b,3D_best_jnk3,3D_sim_jnk3,3D_sim_2D_gsk3b,3D_sim_2D_jnk3
CC(C)n1c(=O)ccc2cnc(NC3CCC(O)CC3)nc21,CHEMBL3577855,58.0,-9.65223891302548,-9.39278537175608,302.3780000000001,2.0877999999999997,2.5996647963927124,0.9072015349379458,80.04,6,2,3,True,CHEMBL256517,0.6924258718697188,CHEMBL3577855,1.0,0.3968253968253968,1.0
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5C)ccc43)c2)cc(OC)c1OC,CHEMBL2376912,59.0,-8.23816872564964,-9.89209578205885,508.57800000000026,6.355620000000005,2.3582974347767323,0.2538145792609103,86.64,7,2,8,True,CHEMBL521871,0.5345326897762177,CHEMBL2376912,1.0,0.1651376146788991,1.0
O=C(NCCCN1CCCC1=O)c1cnccc1Nc1nc(-c2cc(Br)ccc2F)nc2nccnc12,CHEMBL234655,59.0,-7.78110603325495,-7.58919805577037,565.407,3.8693000000000017,2.8808169302415507,0.3087276076813096,125.89,8,2,8,True,13970,0.4938025875327965,CHEMBL234655,1.0,0.15789473684210525,1.0
COc1ccc(Oc2cc(Nc3c(F)cccc3C(N)=O)c(C(F)(F)F)cn2)cc1,CHEMBL1923212,60.0,-7.81299782402982,-7.4651170027449,421.3500000000001,4.882900000000003,2.4281333469179867,0.5541415149439348,86.47000000000001,5,2,6,True,50840603,0.5054155614500442,CHEMBL1923212,1.0,0.09900990099009901,1.0
N#CC(c1ccnc(OCc2ccccc2)n1)c1nc2ccccc2s1,CHEMBL3899711,60.0,-7.29096210241517,-8.57565428783114,358.42600000000004,4.320780000000003,2.938813279663737,0.5311397883948077,71.69,6,0,5,True,CHEMBL495751,0.6043231996301006,CHEMBL3899711,1.0,0.1134020618556701,1.0
Cc1ccc(-c2cccc3cnc(Nc4ccc5c(c4)OCO5)nc23)cn1,CHEMBL1761572,60.0,-9.19309497342235,-8.37965770359099,356.3850000000001,4.472520000000002,2.353868654145714,0.5839024983705663,69.16000000000001,6,1,3,True,CHEMBL256517,0.666197579510273,CHEMBL1761572,1.0,0.189873417721519,1.0
Cc1cccc(NC(=O)c2ccc(Br)o2)c1N1CCC2(CC1)OCCO2,CHEMBL1783587,60.0,-7.12417882053067,-6.93131725971772,421.2910000000004,3.9461200000000023,3.059754098844558,0.8135627631637181,63.94000000000001,5,1,3,False,50840603,0.6030645749726378,CHEMBL1783587,1.0,0.15053763440860216,1.0
c1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cc1,CHEMBL1761567,60.0,-9.25169968571029,-7.9960715746159,449.51800000000026,4.4577000000000035,2.543781092423016,0.4243089186667124,80.99000000000001,8,1,5,True,CHEMBL257188,0.5674630261660978,CHEMBL1761567,1.0,0.25,1.0
Cn1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(-c6ccccn6)n5)cc4)nc3c2)cn1,CHEMBL1761562,60.0,-9.81799403369491,-7.93332970706899,445.4900000000001,4.416600000000003,2.696064565385699,0.4193603309474958,99.23,9,1,5,True,CHEMBL304172,0.6141042487954446,CHEMBL1761562,1.0,0.2,1.0
CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1C#N,CHEMBL424872,60.0,-6.26209084807626,-7.5368650732223,374.42200000000014,1.26768,2.3672977451516353,0.7768738013853492,135.17,7,2,6,True,CHEMBL250369,0.5461190855927698,CHEMBL424872,1.0,0.13953488372093023,1.0
O=c1[nH]nc(-c2ccnc(Nc3ccccc3)c2)n1-c1ccc2ccccc2c1,CHEMBL1644624,61.0,-10.2150698606924,-12.3064453134368,379.4230000000001,4.519400000000003,2.2717187676750736,0.4813830381158648,75.6,5,2,4,True,CHEMBL2048673,0.6622499350480644,CHEMBL1644624,1.0,0.17647058823529413,1.0
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2)ncc1C(F)(F)F,CHEMBL3220469,61.0,-8.4771254848698,-7.94340449604855,471.48300000000023,4.783800000000004,2.480606469108187,0.48024080313358114,78.52000000000001,6,3,6,False,607846,0.5760538210869337,CHEMBL3220469,1.0,0.13725490196078433,1.0
CCNC(=O)N1CCC(Nc2cc(-c3c(-c4ccc(F)cc4)nc(SC=CC(=O)O)n3C)ccn2)CC1,CHEMBL3394122,61.0,-7.32613177037246,-6.68668031637688,524.6220000000002,4.584400000000003,3.0008870545098087,0.2919837460390441,112.38000000000001,7,3,8,True,CHEMBL4877117,0.4446529080675422,CHEMBL3394122,1.0,0.16666666666666666,1.0
COc1ccc(COCC2CCc3nc(-c4ccc(F)cc4)c(-c4ccnc(N)n4)n32)cc1,CHEMBL372082,61.2,-7.96923063629899,-9.94746845623063,445.4980000000001,4.441100000000003,3.0692248855482482,0.452469825500032,88.08000000000001,7,1,7,True,13928,0.5332839453910467,CHEMBL372082,1.0,0.18478260869565216,1.0
COC(=O)c1c(C)csc1NC(=O)Cc1cccc2cnccc12,CHEMBL1681791,62.0,-7.51968915794538,-8.97056378368596,340.40400000000005,3.5725200000000017,2.3022402700533657,0.7373131494099754,68.28999999999999,5,1,4,True,CHEMBL156987,0.5227888960619755,CHEMBL1681791,1.0,0.10843373493975904,1.0
Cc1ncc(NC(=O)c2cccc(-n3cc(NC(=O)Nc4ccccc4Cl)cn3)c2)cn1,CHEMBL3355167,62.0,-7.40988600633068,-8.56480176162618,447.8860000000001,4.520420000000003,2.3594930132989447,0.41586962881680234,113.83000000000001,6,3,5,True,14649,0.5894759730376169,CHEMBL3355167,1.0,0.25842696629213485,1.0
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCOCC4)c3n2)cc1,CHEMBL1946341,63.0,-7.64003640879093,-9.49788311608862,434.4750000000003,4.812700000000003,2.5256473397772776,0.45023108426912256,86.12,8,2,6,True,CHEMBL4633727,0.594062947067239,CHEMBL1946341,1.0,0.20454545454545456,1.0
