SMILES,Title,IC50nM
O=C1NC(=O)C(c2cn3c4c(cc(F)cc24)CNCC3)=C1c1coc2ccccc12,CHEMBL2386088,3.7
CC1CN(c2ccncc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,CHEMBL4065956,3.8
CCC(CO)CNC(=O)OC1CCC(c2cc(NC(=O)Cc3ccnc(OC)c3)n[nH]2)C1,1038921,3.8
CC1CN(c2cccnc2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,CHEMBL4067170,3.9
CCNCc1ccc(CN=Nc2ncnc3c2cnn3-c2cccc(OC)c2)cc1,14676,3.98
COc1cccc(-n2ncc3c(N=NCc4cccc(S(C)(=O)=O)c4)ncnc32)c1,14668,3.98
CCNCc1ccc(C=NNc2ncnc3c2cnn3-c2cccc(OC)c2)cc1,CHEMBL66791,3.981
O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1,CHEMBL50894,3.981
COc1cccc(-n2ncc3c(NN=Cc4cccc(S(C)(=O)=O)c4)ncnc32)c1,CHEMBL66453,3.981
CC(=O)ON=C1C(=C2C(=O)Nc3cc(Cl)c(Cl)cc32)Nc2ccccc21,CHEMBL253769,3.981
O=C1Nc2ccccc2C1=C1Nc2cc(Br)ccc2C1=O,CHEMBL1830063,4.0
COc1ccccc1C1=C(c2cn(CCCO)c3ncccc23)C(=O)NC1=O,CHEMBL111298,4.0
O=C1Cc2c([nH]c3ccccc23)-c2ccccc2N1,CHEMBL430574,4.0
CC(C)Oc1cncc(-c2ccc3[nH]nc(C(=O)NCC4CCOCC4)c3c2)c1,CHEMBL4632807,4.0
O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O,CHEMBL1276127,4.0
CCN1CCOCCOCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CC1,CHEMBL103506,4.0
CN1CCCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCOCCOCC1,CHEMBL321315,4.0
CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1,CHEMBL407981,4.0
CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3[nH]c(-c4ccc(F)cc4)nc23)cc1,CHEMBL2048659,4.0
O=C(NCC1CCOCC1)c1n[nH]c2ccc(-c3cncc(CO)c3)cc12,CHEMBL4640019,4.0
O=C1Nc2cc(Cl)c(Cl)cc2C1=C1Nc2ccccc2C1=NO,50821160,4.0
CC1(C)CC(=O)C2=C(C1)Nc1n[nH]c(C(F)(F)F)c1C2(C)c1ccccc1,338323,4.0
C(=NNc1ncnc2c1cnn2-c1cccc2[nH]cnc12)c1ccncc1,50597852,4.0
CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccnc3nc(-c4ccc(F)cc4)[nH]c23)cc1,50943605,4.0
CN1CCN(c2cnc(NCCNc3ccc([N+](=O)[O-])c(N)n3)nc2-c2ccc(Cl)cc2Cl)C(=O)C1,51185474,4.0
CC1CN(c2ccccn2)CCN1c1nc(-c2ccncn2)cc(=O)n1C,CHEMBL4093930,4.1
O=C1Nc2ccccc2C1=Cc1ccccn1,CHEMBL2094331,4.19
