SMILES,Title,IC50nM,5NTP_XP,6QU7_XP,Weight,LogP,SA,QED,TPSA,HBA,HBD,RotBond,Filtered,3D_best_rorgt,3D_sim_rorgt,3D_best_dhodh,3D_sim_dhodh,3D_sim_2D_rorgt,3D_sim_2D_dhodh
COC1(C)CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4(C(F)F)CC4)c3C2)C1,708978,0.6,-8.81984803452746,-1.18238116520586,616.036,5.378200000000005,4.002389912164497,0.38311992775547826,101.72999999999999,6,1,7,True,708978,1.0,51370194,0.40725541694024947,1.0,0.15178571428571427
COC1(C)CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)C1,708975,0.6,-10.3632752780705,-5.41521772586185,634.026,5.675400000000005,3.9971999873244393,0.3509656593680223,101.72999999999999,6,1,6,True,708975,1.0,1020531,0.3998259103438271,1.0,0.1875
O=C(O)c1ccc(N2C=C(C(=O)c3c(Cl)cccc3Cl)C3C=CC=C(F)C32)c(F)c1,720136,0.615,-11.0559170786303,-11.0817138403281,448.25200000000007,5.825500000000003,3.843082887743914,0.5988789834413148,57.61,3,1,4,True,720136,1.0,50251724,0.5532764763035734,1.0,0.14444444444444443
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)NC3CCOCC3)nc2CC2CCCCC2)c2ccccc12,50917070,0.69,-7.42004229372798,-3.08703245941872,569.7930000000006,6.071700000000006,2.988176645028231,0.3599022866497662,97.39,6,2,7,True,50917070,1.0,1020531,0.39672939068100355,1.0,0.17094017094017094
O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C3(C(F)(F)F)CC3)c3c2CCC(C(=O)N2CC4(CCCO4)C2)C3)c(F)c1,708970,0.7,-8.84890684678756,,646.037,5.819500000000004,4.447542076217273,0.3511905353455636,101.72999999999999,6,1,5,True,708970,1.0,,,1.0,
CN(C)C1CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)CC1(F)F,708977,0.7,-10.1001998053478,-5.97291747583672,683.049,5.835800000000006,4.4673498875153275,0.3288291994034124,95.74000000000001,6,1,6,True,708977,1.0,1020504,0.41310067857637445,1.0,0.15625
COC1CN(C(=O)C2CCc3c(-c4ccc(C(=O)O)cc4F)nn(C(=O)c4c(Cl)cccc4C4(C(F)(F)F)CC4)c3C2)CC1O,709007,0.7,-10.8555769222598,-6.02812231271854,650.025,4.646200000000005,4.393620957171095,0.37317907772055964,121.96,7,2,6,True,709007,1.0,1020531,0.3724220454705427,1.0,0.18604651162790697
O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C3(C(F)(F)F)CC3)c3c2CCC(C(=O)N2CCC4(COC4)C2)C3)c(F)c1,708965,0.7,-10.6989826215923,-3.02016191646413,646.037,5.677000000000004,4.436486369021243,0.3587140893901815,101.72999999999999,6,1,5,True,708965,1.0,1020504,0.23550120437279976,1.0,0.1484375
O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C3(C(F)(F)F)CC3)c3c2CCC(C(=O)N2CC4(COC4)C2)C3)c(F)c1,709012,0.7,-9.92286074875572,,632.0100000000001,5.286900000000004,4.405452159730546,0.3844307539115672,101.72999999999999,6,1,5,True,709012,1.0,,,1.0,
CCC(C)(C)NS(=O)(=O)c1ccc(-c2sc(C(=O)NC3CC(C(=O)O)C3)nc2CC2CCCCC2)c2ccccc12,50917503,0.71,-12.7830199139956,-5.75167332119092,597.8030000000003,6.146000000000006,3.12109885919043,0.2575927965749309,125.46000000000001,6,3,10,True,50917503,1.0,1020563,0.5787984151370583,1.0,0.175
O=C(O)c1ccc(-c2nn(C(=O)c3c(Cl)cccc3C3(C(F)F)CC3)c3c2CCC(C(=O)N2CC(O)C(F)C2)C3)c(F)c1,708981,0.8,-11.5977515279629,-7.69658655612351,619.9990000000003,4.672100000000004,4.42233330000292,0.38797945567544506,112.72999999999999,6,2,6,True,708981,1.0,297802,0.33796363636363635,1.0,0.1391304347826087
