SMILES,Title,IC50nM
CC(O)c1nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(Cl)cccc3Cl)cc2F)c(=O)n1C,1098746,3.5
CC(Oc1cc(-n2nc3n(c2=O)CCCC3)c(F)cc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F,1020431,3.5
Cc1cc(C(=O)O)c2nc(-c3c(F)c(F)c(-c4ccccc4F)c(F)c3F)[nH]c2c1,297842,3.5
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4c(C)ccnc4Cl)c(=O)c3cc2F)c1=O,1226012,3.57
Cc1cnc(-c2cc3c(C(C)C)cn(-c4ccccc4C)c(=O)c3cc2F)cc1N,1121365,3.6
CCn1c(CO)nn(-c2cc3c(C(C)C)cn(-c4cnsc4C)c(=O)c3cc2F)c1=O,1226121,3.72
CC(Oc1cc(-n2nc3ccccn3c2=O)c(F)cc1C(=O)Nc1ccccc1F)c1ccccc1,1020624,3.8
CC(Oc1cc(-n2nc(C(C)(C)O)n(C)c2=O)ccc1C(=O)Nc1c(F)cccc1Cl)C(F)(F)F,1098792,3.9
O=C(O)c1cc(C2CC2)cnc1Nc1c(F)cc(-c2cccc(OC(F)(F)F)c2)cc1F,CHEMBL2263646,3.999
Cc1c(-c2ccccc2Cl)cc(F)c(Nc2ncccc2C(=O)O)c1F,CHEMBL2263449,3.999
O=C(O)c1cc(C2CC2)ccc1Nc1ccc(-c2ccccc2Cl)nc1,220015,4.0
O=C(O)C1=C(C(=O)Nc2c(F)c(F)c(-c3cccc(OC(F)(F)F)c3)c(F)c2F)CSC1,50319893,4.0
Cc1n[nH]c(C(F)(F)F)c1-c1cc(C(C)C)c2cc(-c3cn(C)c(C(C)(C)O)n3)c(F)cn2c1=O,1121402,4.07
NCCO.O=C(O)c1[nH]c(=O)[nH]c(=O)c1CCc1cc2ccccc2c2ccccc12,50555341,4.1
CC(Oc1cc(-n2nc3n(c2=O)CCCOC3)c(F)cc1C(=O)Nc1c(Cl)cc(F)cc1Cl)C(F)(F)F,1020639,4.1
COc1cc(-n2nnc3c2C(=O)c2ccccc2C3=O)ccc1-c1ccccc1,51338192,4.1
CCn1c(CO)nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cccc3Cl)cc2F)c1=O,972579,4.17
CCONC(=O)c1c(C)c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc12,51370199,4.2
Cc1cc(F)cc(C)c1NC(=O)c1cc(F)c(-n2nc3n(c2=O)CCCC3)cc1OC(C)C(F)(F)F,1020445,4.3
CCn1c(CO)nn(-c2cc(OC(C)C(F)(F)F)c(C(=O)Nc3c(F)cc(O)cc3Cl)cc2F)c1=O,972654,4.3
Cc1cccc2c(C(=O)Nc3c(F)c(F)c(-c4ccccc4)c(F)c3F)c(O)nn12,50990484,4.3
CC(Oc1cc(-n2nc(CO)n(C)c2=O)c(F)cc1C(=O)Nc1c(Cl)cccc1Cl)C(F)(F)F,972589,4.33
CN(N=Cc1cc(F)c(F)cc1C(=O)O)c1nc(-c2ccccc2Cl)cs1,1001130,4.4
CCCC(C)Oc1cc(-n2nc(C(C)(C)O)n(C)c2=O)c(F)cc1C(=O)Nc1c(C)cccc1F,1098755,4.5
CCCC(C)Oc1cc(-n2nc(C(C)(C)O)n(C)c2=O)c(F)cc1C(=O)Nc1c(F)cccc1Cl,1098749,4.5
CC(Oc1cc(-n2nc(C(C)(C)O)n(C)c2=O)c(F)cc1C(=O)Nc1c(Cl)cccc1Cl)C(F)(F)F,1098745,4.5
